[SETTINGS]
#cell_size(width)	cell_size(height)	num_col_cells	num_row_cells
150	100	20	20
# type :0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = NoCollisionObjects, 5= RECT, 6=PIPE NORMAL, 7= koopas xanh_bay, 8= koopas ??_b?, 9= koopas ??_bay, 10=Coin NORMAL, 11=Goomba red bay, 12= Fire Bullet,13= FLOWER RED,14=Flower Bullet, 15=COIN CAN MOVE, 16=Leaf ,17=Mushroom Red,18=Question Brick Have Leaf, 19=Mushroom Green ,20=Question Brick Just Have Mushroom , 21= FLOWER GREEN , 22= FLOWER GREEN CAN SHOOT , 23= BREAKABLE BRICK , 24=BELL
#	25=HUD PANEL , 26=MARIO_LUIGI_HUD , 27=LIFE, 28= MONEY, 29=SCORE , 30=TIME_PICKER , 31= WORLD , 32=STACK NORMAL, 33=STACK MAX, 34=ITEM , 35= black black , 36=special item
#	37=PIPE DOWN , 38= PIPE UP , 39= SCORE AND 1VP ,40= WORDS END SCENE COURSE CLEAR , 41=WORDS END SCENE YOU GOT A CARD , 42=WORDS END SCENE ITEM
#	43= GACH BE ANIMATION TYPE LEFT TOP, 44= GACH BE ANIMATION TYPE RIGHT TOP, 45= GACH BE ANIMATION TYPE RIGHT BOTTOM, 46= GACH BE ANIMATION TYPE LEFT BOTTOM
#Obj_type	x	y	ani_set	index_row
[OBJECTS]
#===== WORD END SCENE
40	2648	265	1140	1	17	2
41	2628	295	1140	1	17	2
42	2760	285	1140	1	18	2

#==== END FINALBACKGROUND======					
#Gach ham					
#BRICK					
1	1200	1431	404	1	8	14
1	1216	1431	404	1	8	14
1	1232	1431	404	1	8	14
1	1248	1431	404	1	8	14
1	1264	1431	404	1	8	14
1	1280	1431	404	1	8	14
1	1296	1431	404	1	8	14
1	1312	1431	404	1	8	14
1	1328	1431	404	1	8	14
1	1344	1431	404	1	8	14
1	1360	1431	404	1	9	14
1	1376	1431	404	1	9	14
1	1392	1431	404	1	9	14
1	1408	1431	404	1	9	14
1	1424	1431	404	1	9	14
1	1440	1431	404	1	9	14
1	1456	1431	404	1	9	14
1	1472	1431	404	1	9	14
1	1488	1431	404	1	9	14
1	1504	1431	404	1	10	14
1	1520	1431	404	1	10	14
1	1536	1431	404	1	10	14
1	1552	1431	404	1	10	14
1	1568	1431	404	1	10	14
1	1584	1431	404	1	10	14
1	1600	1431	404	1	10	14
1	1616	1431	404	1	10	14
1	1632	1431	404	1	10	14
1	1648	1431	404	1	10	14
1	1664	1431	404	1	11	14
1	1680	1431	404	1	11	14
1	1696	1431	404	1	11	14
#BRICK 2					
1	1200	1415	404	1	8	14
1	1216	1415	404	1	8	14
1	1232	1415	404	1	8	14
1	1248	1415	404	1	8	14
1	1264	1415	404	1	8	14
1	1280	1415	404	1	8	14
1	1296	1415	404	1	8	14
1	1312	1415	404	1	8	14
1	1328	1415	404	1	8	14
1	1344	1415	404	1	8	14
1	1360	1415	404	1	9	14
1	1376	1415	404	1	9	14
1	1392	1415	404	1	9	14
1	1408	1415	404	1	9	14
1	1424	1415	404	1	9	14
1	1440	1415	404	1	9	14
1	1456	1415	404	1	9	14
1	1472	1415	404	1	9	14
1	1488	1415	404	1	9	14
1	1504	1415	404	1	10	14
1	1520	1415	404	1	10	14
1	1536	1415	404	1	10	14
1	1552	1415	404	1	10	14
1	1568	1415	404	1	10	14
1	1584	1415	404	1	10	14
1	1600	1415	404	1	10	14
1	1616	1415	404	1	10	14
1	1632	1415	404	1	10	14
1	1648	1415	404	1	10	14
1	1664	1415	404	1	11	14
1	1680	1415	404	1	11	14
1	1696	1415	404	1	11	14
# BRICK 3					
1	1200	1399	404	1	8	13
1	1216	1399	404	1	8	13
1	1232	1399	404	1	8	13
1	1248	1399	404	1	8	13
1	1264	1399	404	1	8	13
1	1280	1399	404	1	8	13
1	1296	1399	404	1	8	13
1	1312	1399	404	1	8	13
1	1328	1399	404	1	8	13
1	1344	1399	404	1	8	13
1	1360	1399	404	1	9	13
1	1376	1399	404	1	9	13
1	1392	1399	404	1	9	13
1	1408	1399	404	1	9	13
1	1424	1399	404	1	9	13
1	1440	1399	404	1	9	13
1	1456	1399	404	1	9	13
1	1472	1399	404	1	9	13
1	1488	1399	404	1	9	13
1	1504	1399	404	1	10	13
1	1520	1399	404	1	10	13
1	1536	1399	404	1	10	13
1	1552	1399	404	1	10	13
1	1568	1399	404	1	10	13
1	1584	1399	404	1	10	13
1	1600	1399	404	1	10	13
1	1616	1399	404	1	10	13
1	1632	1399	404	1	10	13
1	1648	1399	404	1	10	13
1	1664	1399	404	1	11	13
1	1680	1399	404	1	11	13
1	1696	1399	404	1	11	13
#BRICK 4					
1	1200	1383	404	1	8	13
1	1216	1383	404	1	8	13
1	1232	1383	404	1	8	13
1	1248	1383	404	1	8	13
1	1264	1383	404	1	8	13
1	1280	1383	404	1	8	13
1	1296	1383	404	1	8	13
1	1312	1383	404	1	8	13
1	1472	1383	404	1	9	13
1	1488	1383	404	1	9	13
1	1504	1383	404	1	10	13
1	1520	1383	404	1	10	13
1	1536	1383	404	1	10	13
1	1552	1383	404	1	10	13
1	1568	1383	404	1	10	13
1	1584	1383	404	1	10	13
1	1600	1383	404	1	10	13
1	1616	1383	404	1	10	13
1	1632	1383	404	1	10	13
1	1648	1383	404	1	10	13
1	1664	1383	404	1	11	13
1	1680	1383	404	1	11	13
1	1696	1383	404	1	11	13
#BRICK 5 					
1	1200	1367	404	1	8	13
1	1216	1367	404	1	8	13
1	1232	1367	404	1	8	13
1	1248	1367	404	1	8	13
1	1264	1367	404	1	8	13
1	1280	1367	404	1	8	13
1	1296	1367	404	1	8	13
1	1312	1367	404	1	8	13
1	1488	1367	404	1	9	13
1	1504	1367	404	1	10	13
1	1520	1367	404	1	10	13
1	1536	1367	404	1	10	13
1	1552	1367	404	1	10	13
1	1568	1367	404	1	10	13
1	1584	1367	404	1	10	13
1	1600	1367	404	1	10	13
1	1616	1367	404	1	10	13
1	1632	1367	404	1	10	13
1	1648	1367	404	1	10	13
1	1664	1367	404	1	11	13
1	1680	1367	404	1	11	13
1	1696	1367	404	1	11	13
#BRICK 6					
1	1200	1351	404	1	8	13
1	1216	1351	404	1	8	13
1	1232	1351	404	1	8	13
1	1248	1351	404	1	8	13
1	1264	1351	404	1	8	13
1	1280	1351	404	1	8	13
1	1296	1351	404	1	8	13
1	1312	1351	404	1	8	13
1	1504	1351	404	1	10	13
1	1520	1351	404	1	10	13
1	1536	1351	404	1	10	13
1	1552	1351	404	1	10	13
1	1568	1351	404	1	10	13
1	1584	1351	404	1	10	13
1	1600	1351	404	1	10	13
1	1616	1351	404	1	10	13
1	1632	1351	404	1	10	13
1	1648	1351	404	1	10	13
1	1664	1351	404	1	11	13
1	1680	1351	404	1	11	13
1	1696	1351	404	1	11	13
#BRICK 7					
1	1200	1335	404	1	8	13
1	1216	1335	404	1	8	13
1	1232	1335	404	1	8	13
1	1248	1335	404	1	8	13
1	1264	1335	404	1	8	13
1	1280	1335	404	1	8	13
1	1296	1335	404	1	8	13
1	1312	1335	404	1	8	13
1	1520	1335	404	1	10	13
1	1536	1335	404	1	10	13
1	1552	1335	404	1	10	13
1	1568	1335	404	1	10	13
1	1584	1335	404	1	10	13
1	1600	1335	404	1	10	13
1	1616	1335	404	1	10	13
1	1632	1335	404	1	10	13
1	1648	1335	404	1	10	13
1	1664	1335	404	1	11	13
1	1680	1335	404	1	11	13
1	1696	1335	404	1	11	13
#BRICK 8					
1	1200	1319	404	1	8	13
1	1216	1319	404	1	8	13
1	1232	1319	404	1	8	13
1	1248	1319	404	1	8	13
1	1264	1319	404	1	8	13
1	1280	1319	404	1	8	13
1	1296	1319	404	1	8	13
1	1312	1319	404	1	8	13
1	1536	1319	404	1	10	13
1	1552	1319	404	1	10	13
1	1568	1319	404	1	10	13
1	1584	1319	404	1	10	13
1	1600	1319	404	1	10	13
1	1616	1319	404	1	10	13
1	1632	1319	404	1	10	13
1	1648	1319	404	1	10	13
1	1664	1319	404	1	11	13
1	1680	1319	404	1	11	13
1	1696	1319	404	1	11	13
1	1200	1303	404	1	8	13
1	1216	1303	404	1	8	13
1	1232	1303	404	1	8	13
1	1248	1303	404	1	8	13
1	1264	1303	404	1	8	13
1	1280	1303	404	1	8	13
1	1296	1303	404	1	8	13
1	1312	1303	404	1	8	13
#1	1568	1303	404	1	10	13
1	1584	1303	404	1	10	13
1	1600	1303	404	1	10	13
1	1616	1303	404	1	10	13
1	1632	1303	404	1	10	13
1	1648	1303	404	1	10	13
1	1664	1303	404	1	11	13
1	1680	1303	404	1	11	13
1	1696	1303	404	1	11	13
1	1200	1287	404	1	8	12
1	1216	1287	404	1	8	12
1	1232	1287	404	1	8	12
1	1248	1287	404	1	8	12
1	1264	1287	404	1	8	12
1	1280	1287	404	1	8	12
1	1296	1287	404	1	8	12
1	1312	1287	404	1	8	12
#1	1568	1287	404	1	10	12
1	1584	1287	404	1	10	12
